post_id	title	ingredient_label	base_amount	base_unit	multiplier	final_amount	final_unit	note	is_functional
287046	Ugnsbakad kyckling med tzatziki och sallad	grekisk yoghurt (1 dl)	1.0	dl	0.5	0.5	dl		1
287046	Ugnsbakad kyckling med tzatziki och sallad	citronklyftor (1 st)	1.0	st	2.0	2.0	st		0
288543	Kavring med frön	filmjölk (1 dl)	1.0	dl	5.0	5.0	dl		0
288543	Kavring med frön	brödsirap (1 dl)	1.0	dl	0.5	0.5	dl		0
288543	Kavring med frön	bovetemjöl (1 dl)	1.0	dl	3.0	3.0	dl		0
288543	Kavring med frön	havremjöl (1 dl)	1.0	dl	3.0	3.0	dl		0
288543	Kavring med frön	linfrön (1 dl)	1.0	dl	0.5	0.5	dl		1
288543	Kavring med frön	solroskärnor (1 dl)	1.0	dl	0.5	0.5	dl		1
288543	Kavring med frön	pumpakärnor (1 dl)	1.0	dl	0.5	0.5	dl		1
288543	Kavring med frön	russin (1 dl)	1.0	dl	1.0	1.0	dl		0
288543	Kavring med frön	bikarbonat (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288543	Kavring med frön	smör (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288543	Kavring med frön	bovetemjöl (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288543	Kavring med frön	pumpakärnor (1 msk)	1.0	msk	1.0	1.0	msk		0
288543	Kavring med frön	solroskärnor (1 msk)	1.0	msk	1.0	1.0	msk		0
288543	Kavring med frön	sesamfrön (1 msk)	1.0	msk	1.0	1.0	msk		0
288532	Auberginerullader med chorizo och ricottakräm	aubergine (1 st)	1.0	st	1.0	1.0	st		1
288532	Auberginerullader med chorizo och ricottakräm	olivolja (1 msk)	1.0	msk	0.5	0.5	msk		0
288532	Auberginerullader med chorizo och ricottakräm	örtagårdskrydda (1 krm)	1.0	krm	1.0	1.0	krm		0
288532	Auberginerullader med chorizo och ricottakräm	salt och svartpeppar	None	None	None	None	None		0
288532	Auberginerullader med chorizo och ricottakräm	chorizo (100 g)	100.0	g	1.5	150.0	g		0
288532	Auberginerullader med chorizo och ricottakräm	smör (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288532	Auberginerullader med chorizo och ricottakräm	rödlök (1 st)	1.0	st	0.25	0.25	st		0
288532	Auberginerullader med chorizo och ricottakräm	ricottaost (100 g)	100.0	g	1.25	125.0	g		1
288532	Auberginerullader med chorizo och ricottakräm	grön pesto (1 msk)	1.0	msk	2.0	2.0	msk		0
288532	Auberginerullader med chorizo och ricottakräm	färsk basilika (1 msk)	1.0	msk	1.0	1.0	msk		0
288532	Auberginerullader med chorizo och ricottakräm	bladspenat (100 g)	100.0	g	0.5	50.0	g		1
288532	Auberginerullader med chorizo och ricottakräm	cocktailtomater (1 st)	1.0	st	10.0	10.0	st		0
288532	Auberginerullader med chorizo och ricottakräm	pinjenötter (1 msk)	1.0	msk	1.0	1.0	msk		0
288530	Pankopanerad scampi med fried rice	fryst scampi (100 g)	100.0	g	3.0	300.0	g		1
288530	Pankopanerad scampi med fried rice	olivolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288530	Pankopanerad scampi med fried rice	vitlök (1 klyfta)	1.0	klyfta	0.5	0.5	klyfta		0
288530	Pankopanerad scampi med fried rice	salt och svartpeppar	None	None	None	None	None		0
288530	Pankopanerad scampi med fried rice	råris (1 dl)	1.0	dl	1.0	1.0	dl		0
288530	Pankopanerad scampi med fried rice	salladslök (1 st)	1.0	st	1.0	1.0	st		0
288530	Pankopanerad scampi med fried rice	röd chili (1 st)	1.0	st	0.25	0.25	st		0
288530	Pankopanerad scampi med fried rice	paprika (1 st)	1.0	st	0.25	0.25	st		0
288530	Pankopanerad scampi med fried rice	ägg (1 st)	1.0	st	1.0	1.0	st		0
288530	Pankopanerad scampi med fried rice	lime (1 klyfta)	1.0	klyfta	1.0	1.0	klyfta		0
288530	Pankopanerad scampi med fried rice	ljus soja (1 msk)	1.0	msk	0.5	0.5	msk		0
288530	Pankopanerad scampi med fried rice	färsk koriander (1 msk)	1.0	msk	1.0	1.0	msk		1
288530	Pankopanerad scampi med fried rice	panko ströbröd (1 dl)	1.0	dl	1.0	1.0	dl		0
288530	Pankopanerad scampi med fried rice	grekisk yoghurt (1 dl)	1.0	dl	1.0	1.0	dl		0
288530	Pankopanerad scampi med fried rice	färsk ingefära (1 tsk)	1.0	tsk	1.0	1.0	tsk		1
288530	Pankopanerad scampi med fried rice	lime (1 klyftor)	1.0	klyftor	2.0	2.0	klyftor		0
288530	Pankopanerad scampi med fried rice	färsk koriander (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		0
288502	Torskrygg med nudelsallad	risnudlar (100 g)	100.0	g	0.75	75.0	g		0
288502	Torskrygg med nudelsallad	färsk koriander (1 msk)	1.0	msk	2.0	2.0	msk		1
288502	Torskrygg med nudelsallad	röd chili (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288502	Torskrygg med nudelsallad	purjolök (1 cm)	1.0	cm	5.0	5.0	cm		0
288502	Torskrygg med nudelsallad	lime (1 st)	1.0	st	1.0	1.0	st		0
288502	Torskrygg med nudelsallad	risvinäger (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288502	Torskrygg med nudelsallad	sesamolja (1 msk)	1.0	msk	1.0	1.0	msk		0
288502	Torskrygg med nudelsallad	olivolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288502	Torskrygg med nudelsallad	torskrygg (100 g)	100.0	g	3.0	300.0	g		1
288502	Torskrygg med nudelsallad	salt och svartpeppar	None	None	None	None	None		0
288502	Torskrygg med nudelsallad	grekisk yoghurt (1 dl)	1.0	dl	0.75	0.75	dl		0
288502	Torskrygg med nudelsallad	färsk ingefära (1 tsk)	1.0	tsk	1.0	1.0	tsk		1
288502	Torskrygg med nudelsallad	vitlök (1 klyfta)	1.0	klyfta	0.5	0.5	klyfta		0
288437	Stekt kyckling med asiatisk tomatsallad	tomat (1 st)	1.0	st	1.0	1.0	st		1
288437	Stekt kyckling med asiatisk tomatsallad	cocktailtomater (1 st)	1.0	st	10.0	10.0	st		0
288437	Stekt kyckling med asiatisk tomatsallad	rött äpple (1 st)	1.0	st	0.5	0.5	st		0
288437	Stekt kyckling med asiatisk tomatsallad	salladslök (1 st)	1.0	st	0.5	0.5	st		0
288437	Stekt kyckling med asiatisk tomatsallad	färsk koriander (1 msk)	1.0	msk	2.0	2.0	msk		0
288437	Stekt kyckling med asiatisk tomatsallad	honung (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288437	Stekt kyckling med asiatisk tomatsallad	äppelcidervinäger (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288437	Stekt kyckling med asiatisk tomatsallad	salt och svartpeppar	None	None	None	None	None		0
288437	Stekt kyckling med asiatisk tomatsallad	chiliflakes (1 krm)	1.0	krm	1.0	1.0	krm		0
288437	Stekt kyckling med asiatisk tomatsallad	vitlök (1 klyfta)	1.0	klyfta	1.0	1.0	klyfta		0
288437	Stekt kyckling med asiatisk tomatsallad	färsk ingefära (1 tsk)	1.0	tsk	2.0	2.0	tsk		0
288437	Stekt kyckling med asiatisk tomatsallad	kycklinglårfilé (100 g)	100.0	g	4.0	400.0	g		0
288437	Stekt kyckling med asiatisk tomatsallad	sesamolja (1 msk)	1.0	msk	1.0	1.0	msk		0
288437	Stekt kyckling med asiatisk tomatsallad	grekisk yoghurt (1 dl)	1.0	dl	0.5	0.5	dl		0
288437	Stekt kyckling med asiatisk tomatsallad	majonäs (1 msk)	1.0	msk	1.0	1.0	msk		0
288437	Stekt kyckling med asiatisk tomatsallad	sesamolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288437	Stekt kyckling med asiatisk tomatsallad	sweet chilisås (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288437	Stekt kyckling med asiatisk tomatsallad	furikakekrydda (1 msk)	1.0	msk	0.5	0.5	msk		0
288437	Stekt kyckling med asiatisk tomatsallad	färsk koriander (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		1
288447	Chokladmuffins	bananer (1 st)	1.0	st	2.0	2.0	st		0
288447	Chokladmuffins	ägg (1 st)	1.0	st	3.0	3.0	st		1
288447	Chokladmuffins	mandelmjöl (1 dl)	1.0	dl	2.5	2.5	dl		0
288447	Chokladmuffins	kokosolja (1 msk)	1.0	msk	2.0	2.0	msk		0
288447	Chokladmuffins	vaniljpulver (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288447	Chokladmuffins	kakaopulver (1 msk)	1.0	msk	4.0	4.0	msk		1
288447	Chokladmuffins	bakpulver (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288447	Chokladmuffins	salt (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288447	Chokladmuffins	muffinsformar (1 st)	1.0	st	8.0	8.0	st		0
288447	Chokladmuffins	färska hallon (100 g)	100.0	g	0.5	50.0	g		1
288447	Chokladmuffins	florsocker (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288445	Enchiladas med nötfärs och majs	gul lök (1 st)	1.0	st	0.25	0.25	st		0
288445	Enchiladas med nötfärs och majs	vitlök (1 klyfta)	1.0	klyfta	0.5	0.5	klyfta		0
288445	Enchiladas med nötfärs och majs	paprika (1 st)	1.0	st	0.75	0.75	st		1
288445	Enchiladas med nötfärs och majs	nötfärs (100 g)	100.0	g	3.0	300.0	g		0
288445	Enchiladas med nötfärs och majs	olivolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288445	Enchiladas med nötfärs och majs	enchilada kryddmix (Santa Maria) (100 g)	100.0	g	0.15	15.0	g		0
288445	Enchiladas med nötfärs och majs	vatten (1 dl)	1.0	dl	0.5	0.5	dl		0
288445	Enchiladas med nötfärs och majs	små tortillabröd (1 st)	1.0	st	4.0	4.0	st		0
288445	Enchiladas med nötfärs och majs	bladspenat (100 g)	100.0	g	0.2	20.0	g		1
288445	Enchiladas med nötfärs och majs	ost (100 g)	100.0	g	0.1	10.0	g		0
288445	Enchiladas med nötfärs och majs	majskolv (1 st)	1.0	st	1.0	1.0	st		0
288445	Enchiladas med nötfärs och majs	rödlök (1 st)	1.0	st	0.25	0.25	st		0
288445	Enchiladas med nötfärs och majs	smör (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288445	Enchiladas med nötfärs och majs	salt (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288445	Enchiladas med nötfärs och majs	tajinkrydda (1 krm)	1.0	krm	1.0	1.0	krm		0
288445	Enchiladas med nötfärs och majs	färsk persilja (1 msk)	1.0	msk	1.0	1.0	msk		1
288445	Enchiladas med nötfärs och majs	färsk persilja (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		0
288443	Laxbiffar med mango och wasabi	laxfilé (100 g)	100.0	g	3.0	300.0	g		0
288443	Laxbiffar med mango och wasabi	vitlök (1 klyfta)	1.0	klyfta	0.5	0.5	klyfta		0
288443	Laxbiffar med mango och wasabi	färsk ingefära (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288443	Laxbiffar med mango och wasabi	röd chili (1 st)	1.0	st	0.25	0.25	st		0
288443	Laxbiffar med mango och wasabi	salladslök (1 st)	1.0	st	1.0	1.0	st		0
288443	Laxbiffar med mango och wasabi	färsk koriander (1 msk)	1.0	msk	1.0	1.0	msk		0
288443	Laxbiffar med mango och wasabi	teriyakisås (1 msk)	1.0	msk	1.0	1.0	msk		0
288443	Laxbiffar med mango och wasabi	sesamolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288443	Laxbiffar med mango och wasabi	lime (1 st)	1.0	st	0.5	0.5	st		0
288443	Laxbiffar med mango och wasabi	salt och svartpeppar	None	None	None	None	None		0
288443	Laxbiffar med mango och wasabi	sockerärtor (100 g)	100.0	g	2.0	200.0	g		0
288443	Laxbiffar med mango och wasabi	färsk mango (1 st)	1.0	st	0.5	0.5	st		1
288443	Laxbiffar med mango och wasabi	purjolök (1 cm)	1.0	cm	10.0	10.0	cm		0
288443	Laxbiffar med mango och wasabi	olivolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288443	Laxbiffar med mango och wasabi	grekisk yoghurt (1 dl)	1.0	dl	0.5	0.5	dl		1
288443	Laxbiffar med mango och wasabi	wasabipasta (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288443	Laxbiffar med mango och wasabi	färsk koriander (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		1
288441	Paprikastekt torsk med linssallad och citronyoghurt	inlagda röda linser (1 dl)	1.0	dl	2.0	2.0	dl		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	olivolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	salt och svartpeppar	None	None	None	None	None		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	färsk persilja (1 msk)	1.0	msk	1.0	1.0	msk		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	rödlök (1 st)	1.0	st	0.5	0.5	st		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	cocktailtomater (1 st)	1.0	st	6.0	6.0	st		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	torskrygg (100 g)	100.0	g	3.0	300.0	g		1
288441	Paprikastekt torsk med linssallad och citronyoghurt	paprikapulver (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	spiskummin (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	olivolja (1 msk)	1.0	msk	0.5	0.5	msk		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	vatten (1 dl)	1.0	dl	1.0	1.0	dl		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	grekisk yoghurt (1 dl)	1.0	dl	1.0	1.0	dl		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	citron (1 st)	1.0	st	0.5	0.5	st		1
288441	Paprikastekt torsk med linssallad och citronyoghurt	spenat (100 g)	100.0	g	0.2	20.0	g		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	färsk mynta (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		0
288441	Paprikastekt torsk med linssallad och citronyoghurt	färsk persilja (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		0
288435	Köftekyckling med grönsaker och granatäpple	kycklinglårfilé (100 g)	100.0	g	3.0	300.0	g		0
288435	Köftekyckling med grönsaker och granatäpple	vitlök (1 klyfta)	1.0	klyfta	0.5	0.5	klyfta		0
288435	Köftekyckling med grönsaker och granatäpple	köftekrydda (1 msk)	1.0	msk	2.0	2.0	msk		0
288435	Köftekyckling med grönsaker och granatäpple	olivolja (1 msk)	1.0	msk	0.5	0.5	msk		0
288435	Köftekyckling med grönsaker och granatäpple	salt och svartpeppar	None	None	None	None	None		0
288435	Köftekyckling med grönsaker och granatäpple	rödlök (1 st)	1.0	st	0.5	0.5	st		0
288435	Köftekyckling med grönsaker och granatäpple	blomkålshuvud (1 st)	1.0	st	0.25	0.25	st		1
288435	Köftekyckling med grönsaker och granatäpple	paprika (1 st)	1.0	st	0.5	0.5	st		0
288435	Köftekyckling med grönsaker och granatäpple	kokosmjölk (1 dl)	1.0	dl	1.0	1.0	dl		0
288435	Köftekyckling med grönsaker och granatäpple	granatäpple (1 st)	1.0	st	0.25	0.25	st		1
288435	Köftekyckling med grönsaker och granatäpple	färsk persilja (1 msk)	1.0	msk	0.5	0.5	msk		0
288435	Köftekyckling med grönsaker och granatäpple	grekisk yoghurt (1 dl)	1.0	dl	0.5	0.5	dl		0
288435	Köftekyckling med grönsaker och granatäpple	bladspenat (100 g)	100.0	g	0.3	30.0	g		1
288366	Mexikanskt nötfärsfräs	gul lök (1 st)	1.0	st	0.5	0.5	st		0
288366	Mexikanskt nötfärsfräs	vitlök (1 klyfta)	1.0	klyfta	1.0	1.0	klyfta		1
288366	Mexikanskt nötfärsfräs	paprika (1 st)	1.0	st	0.75	0.75	st		1
288366	Mexikanskt nötfärsfräs	olivolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288366	Mexikanskt nötfärsfräs	nötfärs (100 g)	100.0	g	3.0	300.0	g		0
288366	Mexikanskt nötfärsfräs	fajita kryddmix (100 g)	100.0	g	0.3	30.0	g		0
288366	Mexikanskt nötfärsfräs	vatten (1 dl)	1.0	dl	1.0	1.0	dl		0
288366	Mexikanskt nötfärsfräs	paprikapulver (1 krm)	1.0	krm	1.0	1.0	krm		0
288366	Mexikanskt nötfärsfräs	salt och svartpeppar	None	None	None	None	None		0
288366	Mexikanskt nötfärsfräs	färsk mynta (1 msk)	1.0	msk	1.0	1.0	msk		0
288366	Mexikanskt nötfärsfräs	grekisk yoghurt (1 dl)	1.0	dl	1.0	1.0	dl		1
288366	Mexikanskt nötfärsfräs	sweet chilisås (1 msk)	1.0	msk	1.5	1.5	msk		0
288366	Mexikanskt nötfärsfräs	lime (1 st)	1.0	st	0.5	0.5	st		0
288366	Mexikanskt nötfärsfräs	hjärtsalladsblad (1 st)	1.0	st	6.0	6.0	st		0
288366	Mexikanskt nötfärsfräs	färsk persilja (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		0
288380	Ramensoppa med tofu	ägg (1 st)	1.0	st	1.0	1.0	st		0
288380	Ramensoppa med tofu	vitlök (1 klyfta)	1.0	klyfta	1.0	1.0	klyfta		0
288380	Ramensoppa med tofu	färsk ingefära (1 tsk)	1.0	tsk	1.0	1.0	tsk		1
288380	Ramensoppa med tofu	purjolök (1 cm)	1.0	cm	5.0	5.0	cm		0
288380	Ramensoppa med tofu	grönkål (100 g)	100.0	g	0.3	30.0	g		0
288380	Ramensoppa med tofu	färska champinjoner (1 st)	1.0	st	6.0	6.0	st		0
288380	Ramensoppa med tofu	olivolja (1 msk)	1.0	msk	1.0	1.0	msk		0
288380	Ramensoppa med tofu	vatten (1 dl)	1.0	dl	5.0	5.0	dl		0
288380	Ramensoppa med tofu	kycklingbuljongtärning (1 st)	1.0	st	1.0	1.0	st		0
288380	Ramensoppa med tofu	soja (1 msk)	1.0	msk	0.5	0.5	msk		0
288380	Ramensoppa med tofu	ketjap manis (1 msk)	1.0	msk	0.5	0.5	msk		0
288380	Ramensoppa med tofu	risvinäger (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288380	Ramensoppa med tofu	sesamolja (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288380	Ramensoppa med tofu	salt och svartpeppar	None	None	None	None	None		0
288380	Ramensoppa med tofu	ramennudlar (100 g)	100.0	g	1.0	100.0	g		0
288380	Ramensoppa med tofu	tofu (100 g)	100.0	g	1.0	100.0	g		1
288380	Ramensoppa med tofu	sesamfrön (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288380	Ramensoppa med tofu	morot (1 st)	1.0	st	1.0	1.0	st		0
288380	Ramensoppa med tofu	rättika (1 st)	1.0	st	0.25	0.25	st		0
288380	Ramensoppa med tofu	algsallad (1 dl)	1.0	dl	1.0	1.0	dl		1
288380	Ramensoppa med tofu	salladslök (1 st)	1.0	st	1.0	1.0	st		0
288380	Ramensoppa med tofu	teriyakisås (1 msk)	1.0	msk	2.0	2.0	msk		0
288378	Chèvresallad med blodapelsin	morot (1 st)	1.0	st	0.5	0.5	st		0
288378	Chèvresallad med blodapelsin	avokado (1 st)	1.0	st	0.5	0.5	st		1
288378	Chèvresallad med blodapelsin	rödlök (1 msk)	1.0	msk	1.0	1.0	msk		0
288378	Chèvresallad med blodapelsin	sockerärtor (100 g)	100.0	g	0.75	75.0	g		0
288378	Chèvresallad med blodapelsin	blodapelsin (1 st)	1.0	st	0.5	0.5	st		0
288378	Chèvresallad med blodapelsin	bladspenat (100 g)	100.0	g	0.3	30.0	g		0
288378	Chèvresallad med blodapelsin	chevreost (100 g)	100.0	g	0.75	75.0	g		1
288378	Chèvresallad med blodapelsin	pistagenötter (1 msk)	1.0	msk	0.5	0.5	msk		1
288378	Chèvresallad med blodapelsin	balsamvinäger (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288378	Chèvresallad med blodapelsin	citronklyfta (1 st)	1.0	st	1.0	1.0	st		0
288376	Ugnsbakade ägg med spenat	smör (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288376	Ugnsbakade ägg med spenat	ägg (1 st)	1.0	st	4.0	4.0	st		1
288376	Ugnsbakade ägg med spenat	spenat (100 g)	100.0	g	0.2	20.0	g		1
288376	Ugnsbakade ägg med spenat	mjölk (1 dl)	1.0	dl	0.5	0.5	dl		0
288376	Ugnsbakade ägg med spenat	riven parmesanost (1 msk)	1.0	msk	2.0	2.0	msk		0
288376	Ugnsbakade ägg med spenat	salt och svartpeppar	None	None	None	None	None		0
288376	Ugnsbakade ägg med spenat	färsk gräslök (1 tsk)	1.0	tsk	1.0	1.0	tsk		1
288374	Chiapudding med med apelsin och mynta	chiafrön (1 msk)	1.0	msk	2.0	2.0	msk		1
288374	Chiapudding med med apelsin och mynta	mjölk 3% (1 dl)	1.0	dl	1.5	1.5	dl		0
288374	Chiapudding med med apelsin och mynta	honung (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288374	Chiapudding med med apelsin och mynta	salt (1 krm)	1.0	krm	0.5	0.5	krm		0
288374	Chiapudding med med apelsin och mynta	apelsin (1 st)	1.0	st	0.25	0.25	st		1
288374	Chiapudding med med apelsin och mynta	färsk mynta (1 msk)	1.0	msk	0.5	0.5	msk		0
288374	Chiapudding med med apelsin och mynta	färska hallon (1 st)	1.0	st	4.0	4.0	st		1
288372	Saffransgröt med bär och granatäpple	havregryn (1 dl)	1.0	dl	1.0	1.0	dl		1
288372	Saffransgröt med bär och granatäpple	vatten (1 dl)	1.0	dl	2.0	2.0	dl		0
288372	Saffransgröt med bär och granatäpple	saffran (0.1 g)	0.1	g	5.0	0.5	g		1
288372	Saffransgröt med bär och granatäpple	salt (1 krm)	1.0	krm	1.0	1.0	krm		0
288372	Saffransgröt med bär och granatäpple	honung (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288372	Saffransgröt med bär och granatäpple	granatäppelkärnor (1 msk)	1.0	msk	1.0	1.0	msk		0
288372	Saffransgröt med bär och granatäpple	färska blåbär (1 msk)	1.0	msk	1.0	1.0	msk		0
288372	Saffransgröt med bär och granatäpple	färska hallon (1 st)	1.0	st	4.0	4.0	st		0
288372	Saffransgröt med bär och granatäpple	chiafrön (1 tsk)	1.0	tsk	0.5	0.5	tsk		1
288372	Saffransgröt med bär och granatäpple	mellanmjölk (1 dl)	1.0	dl	0.5	0.5	dl		0
288370	Citronkakor med chiafrön	chiafrön (1 msk)	1.0	msk	1.0	1.0	msk		1
288370	Citronkakor med chiafrön	vatten (1 msk)	1.0	msk	3.0	3.0	msk		0
288370	Citronkakor med chiafrön	mandelmjöl (1 dl)	1.0	dl	2.0	2.0	dl		1
288370	Citronkakor med chiafrön	citron (1 st)	1.0	st	1.0	1.0	st		0
288370	Citronkakor med chiafrön	agavesirap (1 msk)	1.0	msk	0.5	0.5	msk		0
288370	Citronkakor med chiafrön	bakpulver (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288370	Citronkakor med chiafrön	vallmofrön (1 msk)	1.0	msk	1.0	1.0	msk		1
288368	Fläskkarré med fylld sötpotatis och citronsås	sötpotatis (1 st)	1.0	st	1.0	1.0	st		1
288368	Fläskkarré med fylld sötpotatis och citronsås	färsk persilja (1 msk)	1.0	msk	1.0	1.0	msk		0
288368	Fläskkarré med fylld sötpotatis och citronsås	färsk rosmarin (1 msk)	1.0	msk	1.0	1.0	msk		1
288368	Fläskkarré med fylld sötpotatis och citronsås	fetaost (100 g)	100.0	g	0.5	50.0	g		0
288368	Fläskkarré med fylld sötpotatis och citronsås	honung (1 tsk)	1.0	tsk	0.5	0.5	tsk		0
288368	Fläskkarré med fylld sötpotatis och citronsås	salt och svartpeppar	None	None	None	None	None		0
288368	Fläskkarré med fylld sötpotatis och citronsås	keso (100 g)	100.0	g	1.75	175.0	g		1
288368	Fläskkarré med fylld sötpotatis och citronsås	citronjuice (1 msk)	1.0	msk	1.0	1.0	msk		0
288368	Fläskkarré med fylld sötpotatis och citronsås	smör (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
288368	Fläskkarré med fylld sötpotatis och citronsås	fläskkarré (100 g)	100.0	g	3.0	300.0	g		0
288368	Fläskkarré med fylld sötpotatis och citronsås	torkad timjan (1 krm)	1.0	krm	1.0	1.0	krm		0
288368	Fläskkarré med fylld sötpotatis och citronsås	bladspenat (100 g)	100.0	g	0.3	30.0	g		0
288368	Fläskkarré med fylld sötpotatis och citronsås	citron (1 st)	1.0	st	0.25	0.25	st		0
288368	Fläskkarré med fylld sötpotatis och citronsås	färsk rosmarin (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		0
288363	Riswrap med philadelphiaost och lax	gurka (1 st)	1.0	st	1.0	1.0	st		1
288363	Riswrap med philadelphiaost och lax	rispapper (1 st)	1.0	st	4.0	4.0	st		0
288363	Riswrap med philadelphiaost och lax	philadelphiaost (100 g)	100.0	g	1.0	100.0	g		0
288363	Riswrap med philadelphiaost och lax	rökt lax (100 g)	100.0	g	1.2	120.0	g		1
288363	Riswrap med philadelphiaost och lax	grön pesto (1 msk)	1.0	msk	2.0	2.0	msk		0
288363	Riswrap med philadelphiaost och lax	basilikablad (1 st)	1.0	st	8.0	8.0	st		0
288363	Riswrap med philadelphiaost och lax	sesamfrön (1 tsk)	1.0	tsk	1.0	1.0	tsk		1
288361	Kycklingbullar med soltorkade tomater	vitlök (1 klyfta)	1.0	klyfta	1.0	1.0	klyfta		0
288361	Kycklingbullar med soltorkade tomater	gul lök (1 st)	1.0	st	0.5	0.5	st		0
288361	Kycklingbullar med soltorkade tomater	soltorkade tomater (1 st)	1.0	st	5.0	5.0	st		0
288361	Kycklingbullar med soltorkade tomater	färsk persilja (1 msk)	1.0	msk	2.0	2.0	msk		0
288361	Kycklingbullar med soltorkade tomater	kycklingfärs (100 g)	100.0	g	4.0	400.0	g		0
288361	Kycklingbullar med soltorkade tomater	ägg (1 st)	1.0	st	1.0	1.0	st		0
288361	Kycklingbullar med soltorkade tomater	örtagårdskrydda (1 krm)	1.0	krm	1.0	1.0	krm		0
288361	Kycklingbullar med soltorkade tomater	salt och svartpeppar	None	None	None	None	None		0
288361	Kycklingbullar med soltorkade tomater	haricots verts (100 g)	100.0	g	1.0	100.0	g		1
288361	Kycklingbullar med soltorkade tomater	grillad paprika (100 g)	100.0	g	0.75	75.0	g		0
288361	Kycklingbullar med soltorkade tomater	rödlök (1 st)	1.0	st	0.5	0.5	st		0
288361	Kycklingbullar med soltorkade tomater	olivolja (1 msk)	1.0	msk	0.5	0.5	msk		0
288361	Kycklingbullar med soltorkade tomater	vatten (1 dl)	1.0	dl	1.0	1.0	dl		0
288361	Kycklingbullar med soltorkade tomater	grädde (1 dl)	1.0	dl	1.5	1.5	dl		0
288361	Kycklingbullar med soltorkade tomater	kycklingbuljongtärning (1 st)	1.0	st	1.0	1.0	st		0
288361	Kycklingbullar med soltorkade tomater	bladspenat (100 g)	100.0	g	0.3	30.0	g		1
288361	Kycklingbullar med soltorkade tomater	riven parmesanost (1 msk)	1.0	msk	2.0	2.0	msk		0
288361	Kycklingbullar med soltorkade tomater	färsk persilja (1 kvistar)	1.0	kvistar	2.0	2.0	kvistar		1
288359	Oneplate ugnsbakad kyckling och rödbetor	rödbetor (1 st)	1.0	st	3.0	3.0	st		1
288359	Oneplate ugnsbakad kyckling och rödbetor	salt och svartpeppar	None	None	None	None	None		0
288359	Oneplate ugnsbakad kyckling och rödbetor	örtagårdskrydda (1 tsk)	1.0	tsk	1.0	1.0	tsk		0
